CSD Code,Census subdivision (CSD) name,2011 Income Score,2011 Education Score,2011 Housing Score,2011 Labour Force Activity Score,2011 CWB Score,2011 Global Non-Response,Province,Type of Collectivity,2011 NHS Population
4806019,Cochrane,99,70,98,91,89,29%,Alberta,Non-Aboriginal,17290
4806021,Airdrie,95,66,97,91,87,26%,Alberta,Non-Aboriginal,42280
4806022,Irricana,88,55,92,87,81,36%,Alberta,Non-Aboriginal,1160
4806024,Beiseker,91,49,93,88,80,26%,Alberta,Non-Aboriginal,780
4806028,Mountain View County,93,61,95,92,85,43%,Alberta,Non-Aboriginal,12200
4806029,Carstairs,91,56,96,88,83,45%,Alberta,Non-Aboriginal,3395
4806031,Cremona,89,52,97,94,83,48%,Alberta,Non-Aboriginal,455
4806032,Didsbury,90,58,96,89,83,33%,Alberta,Non-Aboriginal,4805
4806034,Olds,94,59,95,89,84,28%,Alberta,Non-Aboriginal,8045
4806803,Eden Valley 216,38,21,39,50,37,5%,Alberta,First Nation,565
4806804,Tsuu T'ina Nation 145 (Sarcee 145),75,58,75,83,73,37%,Alberta,First Nation,1285
4807004,Czar,,,,,78,43%,Alberta,Non-Aboriginal,165
4807008,Amisk,,,,,81,45%,Alberta,Non-Aboriginal,110
4807014,Castor,90,55,94,89,82,42%,Alberta,Non-Aboriginal,850
4807016,Halkirk,,,,,83,37%,Alberta,Non-Aboriginal,90
4807019,Stettler County No. 6,90,54,94,94,83,37%,Alberta,Non-Aboriginal,4625
4807021,Big Valley,86,49,84,78,74,49%,Alberta,Non-Aboriginal,365
4807026,Stettler,90,58,92,91,83,34%,Alberta,Non-Aboriginal,5475
4807032,Alliance,,,,,75,44%,Alberta,Non-Aboriginal,170
4807036,Forestburg,89,63,93,91,84,48%,Alberta,Non-Aboriginal,795
4807038,Heisler,,,,,77,49%,Alberta,Non-Aboriginal,155
4807046,Lougheed,,,,,82,50%,Alberta,Non-Aboriginal,135
4807054,Wainwright,92,58,96,92,84,38%,Alberta,Non-Aboriginal,5775
4807056,Irma,,,,,89,48%,Alberta,Non-Aboriginal,450
4808001,Red Deer County,97,57,95,90,85,39%,Alberta,Non-Aboriginal,17545
4808002,Elnora,,,,,77,36%,Alberta,Non-Aboriginal,310
4808004,Delburne,81,51,95,84,78,36%,Alberta,Non-Aboriginal,820
4808008,Innisfail,93,55,95,89,83,39%,Alberta,Non-Aboriginal,7625
4808009,Penhold,89,57,99,88,83,46%,Alberta,Non-Aboriginal,2365
4808011,Red Deer,93,60,96,89,85,28%,Alberta,Non-Aboriginal,88730
4808012,Sylvan Lake,95,61,97,89,85,30%,Alberta,Non-Aboriginal,12225
4808013,Norglenwold,,,,,81,49%,Alberta,Non-Aboriginal,190
4808022,Lacombe County,90,59,95,89,83,41%,Alberta,Non-Aboriginal,10040
4808024,Eckville,88,50,89,87,79,42%,Alberta,Non-Aboriginal,1090
4808026,Bentley,87,54,96,86,81,42%,Alberta,Non-Aboriginal,1065
4808028,Gull Lake,,,,,92,40%,Alberta,Non-Aboriginal,65
4808029,Blackfalds,89,59,98,91,84,42%,Alberta,Non-Aboriginal,6300
4808031,Lacombe,91,61,97,88,84,25%,Alberta,Non-Aboriginal,11440
4808032,Clive,79,52,98,88,79,43%,Alberta,Non-Aboriginal,670
4808038,Ponoka County,89,57,94,91,83,47%,Alberta,Non-Aboriginal,8520
4808039,Ponoka,90,59,97,89,84,34%,Alberta,Non-Aboriginal,6435
4808042,Parkland Beach,,,,,84,49%,Alberta,Non-Aboriginal,125
4808044,Rimbey,88,50,98,84,80,42%,Alberta,Non-Aboriginal,2215
4808811,Samson 137,44,29,54,61,47,10%,Alberta,First Nation,3740
4808813,Montana 139,39,32,57,47,44,8%,Alberta,First Nation,690
4809002,Clearwater County,94,56,95,88,83,45%,Alberta,Non-Aboriginal,12195
4809015,Rocky Mountain House,93,57,95,91,84,39%,Alberta,Non-Aboriginal,6685
4809806,O'Chiese 203,40,9,46,59,39,24%,Alberta,First Nation,750
4809809,Sunchild 202,48,21,59,59,47,7%,Alberta,First Nation,670
4809810,Big Horn 144A,,,,,21,23%,Alberta,First Nation,135
4810001,Camrose County,96,58,92,91,84,39%,Alberta,Non-Aboriginal,7330
4810003,Rosalind,,,,,82,45%,Alberta,Non-Aboriginal,190
4810004,Ferintosh,,,,,76,45%,Alberta,Non-Aboriginal,175
4810008,New Norway,,,,,78,19%,Alberta,Non-Aboriginal,180
4810011,Camrose,93,57,96,89,84,27%,Alberta,Non-Aboriginal,16900
4810014,Hay Lakes,,,,,81,26%,Alberta,Non-Aboriginal,455
4810016,Beaver County,87,55,93,91,81,43%,Alberta,Non-Aboriginal,5520
4810018,Tofield,91,59,95,89,83,39%,Alberta,Non-Aboriginal,2070
4810019,Ryley,93,47,86,90,79,40%,Alberta,Non-Aboriginal,500
4810021,Holden,81,38,91,78,72,32%,Alberta,Non-Aboriginal,345
4810026,Minburn County No. 27,91,57,95,93,84,36%,Alberta,Non-Aboriginal,3035
4810028,Vegreville,89,56,91,90,82,30%,Alberta,Non-Aboriginal,5420
4810031,Innisfree,,,,,77,22%,Alberta,Non-Aboriginal,135
4810036,Vermilion River County,94,57,92,91,84,49%,Alberta,Non-Aboriginal,7825
4810038,Paradise Valley,,,,,81,43%,Alberta,Non-Aboriginal,175
4810039,Lloydminster (Part),100,59,96,92,87,26%,Alberta,Non-Aboriginal,17670
4810041,Kitscoty,89,60,95,91,84,40%,Alberta,Non-Aboriginal,850
4810042,Vermilion,91,62,95,92,85,38%,Alberta,Non-Aboriginal,3800
4810046,Dewberry,,,,,76,36%,Alberta,Non-Aboriginal,130
4810051,Myrnam,71,47,94,83,74,29%,Alberta,Non-Aboriginal,345
4810056,Willingdon,85,38,72,65,65,22%,Alberta,Non-Aboriginal,255
4810058,Lamont County,97,55,93,91,84,45%,Alberta,Non-Aboriginal,3770
4810062,Chipman,91,47,85,77,75,25%,Alberta,Non-Aboriginal,285
4810064,Lamont,96,50,95,87,82,39%,Alberta,Non-Aboriginal,1580
4810066,Bruderheim,90,54,93,87,81,48%,Alberta,Non-Aboriginal,1235
4810805,Makaoo (Part) 120,,,,,43,8%,Alberta,First Nation,180
4811001,Wetaskiwin County No. 10,90,57,94,90,83,49%,Alberta,Non-Aboriginal,10680
4811002,Wetaskiwin,88,52,94,85,80,30%,Alberta,Non-Aboriginal,12050
4811007,Norris Beach,,,,,90,47%,Alberta,Non-Aboriginal,75
4811008,Ma-Me-O Beach,,,,,83,28%,Alberta,Non-Aboriginal,70
4811011,Millet,91,50,95,90,81,47%,Alberta,Non-Aboriginal,2185
4811012,Leduc County,96,59,94,92,85,33%,Alberta,Non-Aboriginal,13610
4811013,Beaumont,96,64,98,90,87,25%,Alberta,Non-Aboriginal,13285
4811016,Leduc,96,61,96,91,86,28%,Alberta,Non-Aboriginal,24090
4811018,Devon,92,60,97,91,85,27%,Alberta,Non-Aboriginal,6430
4811019,Calmar,92,59,96,90,84,46%,Alberta,Non-Aboriginal,2000
4811023,Golden Days,,,,,89,30%,Alberta,Non-Aboriginal,85
4811026,Breton,88,46,88,81,76,40%,Alberta,Non-Aboriginal,475
4811031,Drayton Valley,97,56,93,90,84,27%,Alberta,Non-Aboriginal,6980
4811032,Brazeau County,95,53,92,90,82,40%,Alberta,Non-Aboriginal,7190
4811034,Parkland County,100,61,96,90,87,34%,Alberta,Non-Aboriginal,30435
4811038,Seba Beach,,,,,91,44%,Alberta,Non-Aboriginal,140
4811046,Spring Lake,94,66,98,86,86,48%,Alberta,Non-Aboriginal,525
4811048,Stony Plain,95,58,97,90,85,24%,Alberta,Non-Aboriginal,14680
4811049,Spruce Grove,95,61,97,91,86,27%,Alberta,Non-Aboriginal,26000
4811052,Strathcona County,100,68,97,90,89,20%,Alberta,Non-Aboriginal,91495
4811056,Fort Saskatchewan,97,63,98,89,87,18%,Alberta,Non-Aboriginal,18795
4811059,Sturgeon County,99,64,96,91,88,37%,Alberta,Non-Aboriginal,19230
4811061,Edmonton,94,66,94,89,86,26%,Alberta,Non-Aboriginal,795675
4811062,St. Albert,100,70,97,91,89,17%,Alberta,Non-Aboriginal,60475
4811064,Gibbons,93,59,97,87,84,44%,Alberta,Non-Aboriginal,2985
4811066,Bon Accord,94,58,94,89,84,42%,Alberta,Non-Aboriginal,1460
4811068,Morinville,92,60,97,91,85,29%,Alberta,Non-Aboriginal,8470
4811801,Ermineskin 138,43,28,50,63,46,10%,Alberta,First Nation,1815
4811802,Pigeon Lake 138A,36,26,52,53,42,9%,Alberta,First Nation,485
4811803,Louis Bull 138B,36,25,59,55,44,9%,Alberta,First Nation,1310
4811804,Stony Plain 135,66,41,74,78,65,13%,Alberta,First Nation,985
4811805,Alexander 134,64,41,69,76,63,20%,Alberta,First Nation,1030
4811806,Wabamun 133A,46,27,42,57,43,12%,Alberta,First Nation,1080
4812002,Cold Lake,98,64,96,92,87,24%,Alberta,Non-Aboriginal,13790
4812004,Bonnyville No. 87,95,54,94,90,83,34%,Alberta,Non-Aboriginal,11140
4812009,Bonnyville,92,55,95,92,84,35%,Alberta,Non-Aboriginal,6045
4812012,Glendon,96,52,91,95,83,49%,Alberta,Non-Aboriginal,475
4812013,Pelican Narrows,,,,,91,21%,Alberta,Non-Aboriginal,90
4812014,St. Paul County No. 19,93,55,95,90,83,42%,Alberta,Non-Aboriginal,5640
4812016,Elk Point,85,52,92,90,80,44%,Alberta,Non-Aboriginal,1595
4812018,St. Paul,90,54,94,90,82,22%,Alberta,Non-Aboriginal,5145
4812022,Smoky Lake County,87,48,88,82,76,36%,Alberta,Non-Aboriginal,3740
4812029,Smoky Lake,94,49,90,88,80,46%,Alberta,Non-Aboriginal,880
4812037,Lac la Biche County,92,55,92,87,82,40%,Alberta,Non-Aboriginal,8375
4812802,Unipouheos 121,52,33,57,68,52,8%,Alberta,First Nation,765
4812804,Puskiakiwenin 122,58,44,47,76,56,7%,Alberta,First Nation,485
4812808,White Fish Lake 128,60,35,62,75,58,3%,Alberta,First Nation,1160
4812810,Cold Lake 149,65,29,74,72,60,4%,Alberta,First Nation,595
4812811,Kehewin 123,52,32,56,70,52,6%,Alberta,First Nation,1110
4812815,Cold Lake 149B,,,,,55,7%,Alberta,First Nation,150
4812828,Beaver Lake 131,67,35,59,73,58,4%,Alberta,First Nation,415
4812840,Heart Lake 167,,,,,60,2%,Alberta,First Nation,160
4813001,Lac Ste. Anne County,92,53,92,89,82,37%,Alberta,Non-Aboriginal,10375
4813005,Val Quentin,,,,,77,16%,Alberta,Non-Aboriginal,95
4813006,West Cove,,,,,81,0%,Alberta,Non-Aboriginal,75
4813008,Ross Haven,,,,,80,46%,Alberta,Non-Aboriginal,180
4813010,Silver Sands,,,,,72,36%,Alberta,Non-Aboriginal,75
4813011,Sunset Point,,,,,88,3%,Alberta,Non-Aboriginal,120
4813014,Onoway,90,52,95,83,80,47%,Alberta,Non-Aboriginal,1010
4813019,Barrhead,85,50,95,88,79,33%,Alberta,Non-Aboriginal,4105
4813028,Westlock County,86,56,93,91,82,43%,Alberta,Non-Aboriginal,7265
4813030,Whitecourt,95,57,97,89,85,28%,Alberta,Non-Aboriginal,9545
4813031,Westlock,91,54,95,88,82,44%,Alberta,Non-Aboriginal,4565
4813044,Athabasca County,90,53,91,90,81,45%,Alberta,Non-Aboriginal,7650
4813046,Boyle,89,43,96,89,79,33%,Alberta,Non-Aboriginal,925
4813048,Athabasca,95,63,96,84,84,49%,Alberta,Non-Aboriginal,2845
4813049,Island Lake,,,,,79,26%,Alberta,Non-Aboriginal,245
4813053,Bondiss,,,,,82,26%,Alberta,Non-Aboriginal,95
4813811,Alexis 133,47,35,44,48,43,6%,Alberta,First Nation,805
4814003,Yellowhead County,95,50,94,88,82,37%,Alberta,Non-Aboriginal,10345
4814019,Hinton,96,57,94,90,84,29%,Alberta,Non-Aboriginal,9545
4814024,Edson,95,54,92,89,83,27%,Alberta,Non-Aboriginal,8330
4815007,Crowsnest Pass,94,60,94,85,83,46%,Alberta,Non-Aboriginal,5430
4815023,Canmore,100,75,96,90,90,30%,Alberta,Non-Aboriginal,11995
4815032,Improvement District No.  9 Banff,,,,,89,46%,Alberta,Non-Aboriginal,160
4815033,Jasper,95,67,96,94,88,38%,Alberta,Non-Aboriginal,3460
4815035,Banff,92,75,94,94,89,41%,Alberta,Non-Aboriginal,6245
4815802,"Stoney 142, 143, 144",43,28,45,61,44,14%,Alberta,First Nation,3480
4816037,Wood Buffalo,100,66,95,91,88,31%,Alberta,Non-Aboriginal,65665
4816817,Janvier 194,68,28,76,77,62,5%,Alberta,First Nation,290
4816821,Gregoire Lake 176,81,27,60,63,58,9%,Alberta,First Nation,275
4816850,Allison Bay 219,,,,,67,1%,Alberta,First Nation,85
4816852,Dog Head 218,,,,,62,8%,Alberta,First Nation,115
4816859,Fort Mackay,99,34,89,80,76,5%,Alberta,First Nation,560
4817021,High Prairie,89,57,92,88,82,48%,Alberta,Non-Aboriginal,2505
4817024,Swan Hills,94,49,96,90,82,37%,Alberta,Non-Aboriginal,1375
4817026,Northern Sunrise County,91,50,92,90,81,47%,Alberta,Non-Aboriginal,1715
4817027,Big Lakes,84,44,81,85,74,31%,Alberta,Non-Aboriginal,6045
4817029,Slave Lake,91,57,91,89,82,39%,Alberta,Non-Aboriginal,6725
4817031,Opportunity No. 17,81,37,71,83,68,41%,Alberta,Non-Aboriginal,2935
4817033,Lesser Slave River No.124,92,53,89,90,81,46%,Alberta,Non-Aboriginal,3050
4817039,Nampa,93,57,96,89,84,48%,Alberta,Non-Aboriginal,360
4817064,Hines Creek,89,41,94,87,78,49%,Alberta,Non-Aboriginal,345
4817076,Northern Lights County,84,46,90,88,77,37%,Alberta,Non-Aboriginal,4215
4817078,Manning,95,51,91,88,81,44%,Alberta,Non-Aboriginal,1100
4817093,High Level,89,60,96,92,84,46%,Alberta,Non-Aboriginal,3610
4817095,Mackenzie County,75,26,91,81,68,43%,Alberta,Non-Aboriginal,10820
4817097,Rainbow Lake,100,66,92,93,88,41%,Alberta,Non-Aboriginal,840
4817817,Jean Baptiste Gambler 183,49,10,65,62,46,1%,Alberta,First Nation,250
4817818,Wabasca 166,,,,,59,1%,Alberta,First Nation,150
4817819,Wabasca 166A,68,24,65,76,58,1%,Alberta,First Nation,725
4817821,Wabasca 166B,60,17,64,67,52,4%,Alberta,First Nation,255
4817822,Wabasca 166C,,,,,49,2%,Alberta,First Nation,180
4817823,Wabasca 166D,76,21,71,75,61,3%,Alberta,First Nation,875
4817824,Utikoomak Lake 155,49,22,49,55,44,6%,Alberta,First Nation,635
4817827,Utikoomak Lake 155A,,,,,40,9%,Alberta,First Nation,130
4817828,Drift Pile River 150,61,45,59,64,57,2%,Alberta,First Nation,795
4817829,Sucker Creek 150A,66,41,72,72,63,5%,Alberta,First Nation,675
4817831,Swan River 150E,62,40,80,70,63,18%,Alberta,First Nation,315
4817835,Fox Lake 162,37,11,44,57,37,8%,Alberta,First Nation,1900
4817836,Kapawe'no First Nation (Freeman 150B),,,,,66,2%,Alberta,First Nation,125
4817837,John d'Or Prairie 215,48,18,44,65,44,8%,Alberta,First Nation,1125
4817838,Tall Cree 173,,,,,46,13%,Alberta,First Nation,200
4817840,Tall Cree 173A,,,,,54,4%,Alberta,First Nation,160
4817842,Boyer 164,,,,,51,17%,Alberta,First Nation,225
4817843,Child Lake 164A,,,,,56,2%,Alberta,First Nation,190
4817845,Hay Lake 209,51,15,68,55,47,6%,Alberta,First Nation,965
4817848,Bushe River 207,59,23,61,57,50,7%,Alberta,First Nation,495
4817849,Upper Hay River 212,47,16,70,53,46,9%,Alberta,First Nation,295
4817853,Little Buffalo,55,21,47,71,49,25%,Alberta,First Nation,390
4817855,Desmarais,,,,,90,5%,Alberta,First Nation,135
4817856,Woodland Cree 226,64,17,57,67,51,10%,Alberta,First Nation,705
4817857,Woodland Cree 228,,,,,48,2%,Alberta,First Nation,130
4817859,Fort Vermilion 173B,,,,,48,8%,Alberta,First Nation,95
4817860,Loon Lake 235,74,25,82,79,65,2%,Alberta,First Nation,520
4818002,Fox Creek,100,52,94,91,84,38%,Alberta,Non-Aboriginal,1865
4818005,Grande Cache,97,61,94,91,86,35%,Alberta,Non-Aboriginal,4230
4818015,Greenview No. 16,94,47,87,87,79,40%,Alberta,Non-Aboriginal,5335
4818018,Valleyview,93,52,92,90,82,49%,Alberta,Non-Aboriginal,1690
4818816,Sturgeon Lake 154,59,26,78,76,60,3%,Alberta,First Nation,1170
4819006,Grande Prairie County No. 1,96,56,95,91,85,38%,Alberta,Non-Aboriginal,20185
4819009,Beaverlodge,90,54,94,89,82,41%,Alberta,Non-Aboriginal,2315
4819011,Wembley,91,50,94,93,82,48%,Alberta,Non-Aboriginal,1380
4819012,Grande Prairie,95,59,96,91,85,26%,Alberta,Non-Aboriginal,54395
4819014,Sexsmith,89,57,94,88,82,34%,Alberta,Non-Aboriginal,2360
4819038,Peace River,96,61,97,93,87,31%,Alberta,Non-Aboriginal,6585
4819042,McLennan,82,49,89,76,74,41%,Alberta,Non-Aboriginal,800
4819044,Donnelly,90,41,92,90,78,45%,Alberta,Non-Aboriginal,305
4819046,Falher,87,40,90,86,76,46%,Alberta,Non-Aboriginal,1035
4819056,Rycroft,89,46,91,81,77,49%,Alberta,Non-Aboriginal,620
4819058,Spirit River,92,52,96,90,82,44%,Alberta,Non-Aboriginal,945
4819068,Fairview,89,55,95,92,83,26%,Alberta,Non-Aboriginal,3005
4819071,Peace No. 135,94,57,92,89,83,50%,Alberta,Non-Aboriginal,1320
4819072,Berwyn,86,52,96,88,80,42%,Alberta,Non-Aboriginal,510
4819074,Grimshaw,91,44,98,88,80,9%,Alberta,Non-Aboriginal,2440
4819815,Horse Lakes 152B,64,23,80,75,60,6%,Alberta,First Nation,420
4819826,Duncan's 151A,,,,,60,27%,Alberta,First Nation,150
5901003,Elkford,100,61,98,89,87,49%,British Columbia,Non-Aboriginal,2525
5901006,Sparwood,99,60,96,87,86,41%,British Columbia,Non-Aboriginal,3665
5901012,Fernie,96,70,96,90,88,46%,British Columbia,Non-Aboriginal,4355
5901022,Cranbrook,86,59,96,86,82,29%,British Columbia,Non-Aboriginal,18830
5901028,Kimberley,86,65,92,82,81,37%,British Columbia,Non-Aboriginal,6475
5901035,East Kootenay C,92,63,94,88,84,42%,British Columbia,Non-Aboriginal,5695
5901039,Invermere,97,66,93,87,86,47%,British Columbia,Non-Aboriginal,2680
5901046,East Kootenay F,100,68,97,87,88,50%,British Columbia,Non-Aboriginal,2615
5901803,Kootenay 1,,,,,62,23%,British Columbia,First Nation,95
5901804,Columbia Lake 3,,,,,65,12%,British Columbia,First Nation,140
5901806,Shuswap,78,55,95,86,78,31%,British Columbia,First Nation,295
5903004,Creston,83,58,92,84,79,32%,British Columbia,Non-Aboriginal,5075
5903013,Central Kootenay B,83,51,91,80,76,48%,British Columbia,Non-Aboriginal,4450
5903015,Nelson,88,70,94,85,84,28%,British Columbia,Non-Aboriginal,9980
5903023,Kaslo,80,66,90,74,77,47%,British Columbia,Non-Aboriginal,935
5903032,New Denver,83,61,94,77,79,47%,British Columbia,Non-Aboriginal,460
5903041,Central Kootenay E,82,69,96,84,83,48%,British Columbia,Non-Aboriginal,3790
5903043,Central Kootenay F,93,73,94,87,86,44%,British Columbia,Non-Aboriginal,3945
5903045,Castlegar,88,61,95,84,82,24%,British Columbia,Non-Aboriginal,7550
5903050,Nakusp,79,54,93,80,76,41%,British Columbia,Non-Aboriginal,1575
5903052,Central Kootenay H,79,61,92,83,79,49%,British Columbia,Non-Aboriginal,4190
5903058,Central Kootenay J,90,59,94,85,82,48%,British Columbia,Non-Aboriginal,2930
5903807,Creston 1,,,,,61,9%,British Columbia,First Nation,115
5905005,Fruitvale,91,57,92,81,80,41%,British Columbia,Non-Aboriginal,1850
5905009,Montrose,97,60,95,86,85,38%,British Columbia,Non-Aboriginal,1015
5905014,Trail,88,58,93,82,81,28%,British Columbia,Non-Aboriginal,7405
5905018,Warfield,94,67,92,87,85,32%,British Columbia,Non-Aboriginal,1685
5905023,Rossland,93,73,95,85,87,49%,British Columbia,Non-Aboriginal,3520
5905026,Kootenay Boundary A,87,54,96,83,80,46%,British Columbia,Non-Aboriginal,1955
5905032,Grand Forks,82,56,95,79,78,46%,British Columbia,Non-Aboriginal,3830
5905037,Midway,77,58,97,72,76,49%,British Columbia,Non-Aboriginal,625
5907005,Osoyoos,87,58,96,80,80,39%,British Columbia,Non-Aboriginal,4570
5907024,Princeton,88,48,96,79,78,49%,British Columbia,Non-Aboriginal,2660
5907035,Summerland,88,63,97,84,83,28%,British Columbia,Non-Aboriginal,10880
5907041,Penticton,84,60,96,85,81,28%,British Columbia,Non-Aboriginal,31720
5907047,Okanagan-Similkameen D,91,61,94,88,83,46%,British Columbia,Non-Aboriginal,5645
5907051,Okanagan-Similkameen F,91,62,92,84,82,36%,British Columbia,Non-Aboriginal,2305
5907802,Osoyoos 1,77,48,88,80,73,39%,British Columbia,First Nation,585
5907803,Penticton 1,75,54,87,71,72,30%,British Columbia,First Nation,1670
5907805,Chopaka 7 & 8,,,,,62,38%,British Columbia,First Nation,70
5907807,Chuchuwayha 2,,,,,70,18%,British Columbia,First Nation,75
5907809,Ashnola 10,,,,,63,31%,British Columbia,First Nation,70
5909009,Hope,81,56,94,78,77,40%,British Columbia,Non-Aboriginal,5800
5909014,Fraser Valley A,76,42,95,70,71,47%,British Columbia,Non-Aboriginal,425
5909020,Chilliwack,84,60,96,86,81,22%,British Columbia,Non-Aboriginal,76925
5909027,Harrison Hot Springs,87,64,97,78,81,42%,British Columbia,Non-Aboriginal,1500
5909032,Kent,83,58,95,87,81,36%,British Columbia,Non-Aboriginal,4825
5909034,Fraser Valley D,85,63,90,88,81,45%,British Columbia,Non-Aboriginal,1290
5909036,Fraser Valley E,90,59,97,84,82,32%,British Columbia,Non-Aboriginal,3180
5909052,Abbotsford,84,60,93,87,81,32%,British Columbia,Non-Aboriginal,130950
5909056,Mission,84,60,96,86,81,29%,British Columbia,Non-Aboriginal,35465
5909060,Fraser Valley F,85,63,95,86,82,45%,British Columbia,Non-Aboriginal,1315
5909804,Chawathil 4,,,,,61,22%,British Columbia,First Nation,165
5909807,Ohamil 1,,,,,54,31%,British Columbia,First Nation,75
5909812,Schkam 2,,,,,45,38%,British Columbia,First Nation,130
5909819,Kahmoose 4,,,,,60,13%,British Columbia,First Nation,90
5909821,Kwawkwawapilt 6,79,44,96,70,72,21%,British Columbia,First Nation,345
5909824,Skwah 4,,,,,57,15%,British Columbia,First Nation,215
5909826,Skway 5,,,,,61,19%,British Columbia,First Nation,100
5909827,Soowahlie 14,,,,,62,11%,British Columbia,First Nation,190
5909830,Tzeachten 13,81,51,96,67,74,26%,British Columbia,First Nation,1375
5909832,Seabird Island,61,45,77,70,63,16%,British Columbia,First Nation,610
5909837,Cheam 1,,,,,61,20%,British Columbia,First Nation,225
5909839,Chehalis 5,59,50,63,69,60,29%,British Columbia,First Nation,645
5909845,Skookumchuck 4,,,,,57,18%,British Columbia,First Nation,105
5909875,Q'alatkú7em,,,,,49,11%,British Columbia,First Nation,80
5909877,Upper Sumas 6,,,,,66,20%,British Columbia,First Nation,185
5909878,Matsqui Main 2,,,,,59,19%,British Columbia,First Nation,80
5909879,Holachten 8,72,47,89,74,71,14%,British Columbia,First Nation,315
5909880,Lakahahmen 11,,,,,68,31%,British Columbia,First Nation,180
5909881,Skweahm 10,,,,,80,40%,British Columbia,First Nation,290
5909882,Squawkum Creek 3,,,,,63,20%,British Columbia,First Nation,110
5909884,Skowkale,78,45,96,71,73,17%,British Columbia,First Nation,800
5909885,Squiaala,,,,,56,9%,British Columbia,First Nation,80
5915001,Langley,91,66,97,89,85,25%,British Columbia,Non-Aboriginal,103145
5915002,Langley,86,60,95,87,82,24%,British Columbia,Non-Aboriginal,24485
5915004,Surrey,84,63,92,85,81,27%,British Columbia,Non-Aboriginal,463340
5915007,White Rock,97,71,95,87,87,25%,British Columbia,Non-Aboriginal,18535
5915011,Delta,92,67,95,88,85,22%,British Columbia,Non-Aboriginal,98745
5915015,Richmond,85,71,92,84,83,21%,British Columbia,Non-Aboriginal,189305
5915020,Greater Vancouver A,88,89,90,76,86,24%,British Columbia,Non-Aboriginal,12385
5915022,Vancouver,94,72,92,86,86,25%,British Columbia,Non-Aboriginal,590205
5915025,Burnaby,86,71,92,85,83,24%,British Columbia,Non-Aboriginal,220255
5915029,New Westminster,90,69,91,87,84,27%,British Columbia,Non-Aboriginal,65090
5915034,Coquitlam,88,71,94,86,85,23%,British Columbia,Non-Aboriginal,125020
5915036,Belcarra,100,78,99,85,91,26%,British Columbia,Non-Aboriginal,645
5915038,Anmore,100,75,97,88,90,29%,British Columbia,Non-Aboriginal,2085
5915039,Port Coquitlam,89,68,95,88,85,22%,British Columbia,Non-Aboriginal,55780
5915043,Port Moody,95,75,95,88,89,25%,British Columbia,Non-Aboriginal,32875
5915046,North Vancouver,99,77,96,89,90,21%,British Columbia,Non-Aboriginal,83550
5915051,North Vancouver,94,73,93,89,87,26%,British Columbia,Non-Aboriginal,47685
5915055,West Vancouver,100,82,96,82,90,28%,British Columbia,Non-Aboriginal,42045
5915065,Lions Bay,100,83,97,84,91,49%,British Columbia,Non-Aboriginal,1320
5915070,Pitt Meadows,89,65,96,90,85,24%,British Columbia,Non-Aboriginal,17705
5915075,Maple Ridge,89,64,96,88,84,27%,British Columbia,Non-Aboriginal,75140
5915801,Semiahmoo,,,,,76,24%,British Columbia,First Nation,105
5915802,Tsawwassen,100,69,93,81,86,36%,British Columbia,First Nation,720
5915803,Musqueam 2,93,70,89,80,83,33%,British Columbia,First Nation,1610
5915806,Burrard Inlet 3,99,77,92,90,90,32%,British Columbia,First Nation,1470
5915807,Mission 1,61,48,78,73,65,30%,British Columbia,First Nation,615
5915808,Capilano 5,79,68,88,77,78,33%,British Columbia,First Nation,2665
5915811,Seymour Creek 2,,,,,66,19%,British Columbia,First Nation,90
5915816,McMillan Island 6,,,,,72,13%,British Columbia,First Nation,70
5915825,Matsqui 4,79,46,96,62,71,43%,British Columbia,First Nation,385
5915830,Katzie 1,,,,,62,10%,British Columbia,First Nation,230
5917005,North Saanich,100,74,97,86,89,21%,British Columbia,Non-Aboriginal,11020
5917010,Sidney,92,65,96,85,85,21%,British Columbia,Non-Aboriginal,10655
5917015,Central Saanich,96,69,96,88,87,19%,British Columbia,Non-Aboriginal,15725
5917021,Saanich,93,72,96,88,87,21%,British Columbia,Non-Aboriginal,107860
5917027,Capital F,87,75,92,85,85,29%,British Columbia,Non-Aboriginal,10000
5917029,Capital G,90,72,95,82,85,41%,British Columbia,Non-Aboriginal,4745
5917030,Oak Bay,100,80,97,86,91,19%,British Columbia,Non-Aboriginal,17380
5917034,Victoria,91,73,94,87,86,25%,British Columbia,Non-Aboriginal,76025
5917040,Esquimalt,89,64,95,87,84,28%,British Columbia,Non-Aboriginal,15935
5917041,Colwood,91,65,97,89,85,17%,British Columbia,Non-Aboriginal,16000
5917042,Metchosin,96,68,96,87,87,30%,British Columbia,Non-Aboriginal,4490
5917044,Langford,90,65,98,90,86,24%,British Columbia,Non-Aboriginal,28955
5917047,View Royal,94,69,96,88,87,18%,British Columbia,Non-Aboriginal,9245
5917049,Highlands,98,68,98,89,88,33%,British Columbia,Non-Aboriginal,2165
5917052,Sooke,87,64,97,86,83,31%,British Columbia,Non-Aboriginal,11355
5917054,Capital H (Part 1),89,68,97,86,85,38%,British Columbia,Non-Aboriginal,4245
5917801,Cole Bay 3,51,35,77,60,56,26%,British Columbia,First Nation,320
5917802,Union Bay 4,,,,,56,14%,British Columbia,First Nation,115
5917803,East Saanich 2,82,51,89,77,75,29%,British Columbia,First Nation,1705
